sample_id,station,month,fapar,modis_blue,modis_red,modis_nir,modis_mir,modis_evi,modis_ndvi,modis_lst_day_p05,modis_lst_day_p50,modis_lst_day_p95,modis_lst_night_p05,modis_lst_night_p50,modis_lst_night_p95,wv_yearly_p25,wv_yearly_p50,wv_yearly_p75,wv_monthly_lt_p50,wv_monthly_lt_p25,wv_monthly_lt_p75,wv_monthly_lt_sd,wv_monthly_ts_raw,wv_monthly_ts_smooth,accum_pr_monthly,dtm_slope,dtm_aspect-cosine,dtm_aspect-sine,dtm_downlslope.curvature,dtm_upslope.curvature,dtm_elevation,dtm_cti,dtm_neg.openess,dtm_pos.openess,dtm_vbf
3237,103,6,0.0,1637.0,4916.0,5976.0,7004.0,792.0,969.0,15744.0,15864.0,16048.0,15744.0,14880.0,14944.0,944.0,1300.0,1693.0,1420.0,1320.0,1637.0,258.0,1428.0,1583.0,0.0,0.0,-4901.0,827.0,-1.0,1.0,578.0,301.0,157.0,157.0,696.0
3238,73,3,0.062075693,756.0,1543.0,2516.0,2258.0,1568.0,2394.0,13744.0,14312.0,14752.0,13744.0,13464.0,13656.0,559.0,754.0,1654.0,603.0,541.0,653.0,83.0,620.0,552.0,1056.0,1.0,5685.0,788.0,0.0,0.0,584.0,3795.0,157.0,157.0,257.0
3239,49,7,0.017665569,1047.0,1866.0,2704.0,3142.0,1305.0,1896.0,15968.0,16144.0,16280.0,15968.0,14912.0,15032.0,705.0,828.0,1398.0,2383.0,1906.0,2539.0,538.0,2537.0,2104.0,6690.0,2.0,6952.0,-718.0,-3.0,-1.0,992.0,1547.0,156.0,156.0,116.0
3240,103,5,0.0,1594.0,4828.0,5832.0,7172.0,769.0,947.0,15808.0,15824.0,15864.0,15808.0,14816.0,14920.0,948.0,1406.0,1756.0,1228.0,1164.0,1349.0,156.0,1421.0,1432.0,0.0,0.0,-4901.0,827.0,-1.0,1.0,578.0,301.0,157.0,157.0,696.0
3241,54,12,0.85578614,157.0,321.0,912.0,916.0,1297.0,4532.0,13688.0,14040.0,14176.0,13688.0,13800.0,14184.0,666.0,1129.0,2452.0,553.0,510.0,645.0,105.0,674.0,652.0,761.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
3242,74,11,0.12548204,519.0,923.0,2924.0,1247.0,3432.0,5200.0,13472.0,13880.0,13984.0,13472.0,13224.0,13656.0,575.0,828.0,1903.0,551.0,517.0,644.0,107.0,637.0,762.0,1358.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
3243,17,3,0.7882493,174.0,270.0,1583.0,864.0,2734.0,7024.0,13856.0,14048.0,14200.0,13856.0,13600.0,13688.0,594.0,1006.0,1730.0,518.0,464.0,564.0,115.0,473.0,496.0,5434.0,3.0,-5973.0,-415.0,-12.0,14.0,364.0,486.0,155.0,156.0,33.0
3244,25,3,0.0013,815.0,2144.0,2924.0,3716.0,993.0,1560.0,14920.0,15232.0,15752.0,14920.0,13888.0,14240.0,617.0,791.0,1638.0,532.0,474.0,615.0,85.0,487.0,488.0,471.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
3245,18,5,0.7623475,157.0,266.0,3492.0,559.0,5828.0,8728.0,14408.0,14712.0,14840.0,14408.0,14304.0,14464.0,509.0,917.0,1772.0,1274.0,1051.0,1608.0,349.0,1387.0,1439.0,539.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
3246,19,3,0.7086534,174.0,345.0,1708.0,864.0,2754.0,6504.0,13872.0,14016.0,14208.0,13872.0,13608.0,13680.0,555.0,996.0,1748.0,514.0,457.0,560.0,111.0,461.0,495.0,5434.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
3247,43,7,0.0048,913.0,1534.0,2232.0,2850.0,1216.0,1891.0,16048.0,16184.0,16272.0,16048.0,14416.0,14480.0,517.0,646.0,903.0,1092.0,1036.0,1175.0,169.0,1149.0,1066.0,218.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
3248,24,7,0.0217,664.0,1568.0,2920.0,2728.0,1899.0,2972.0,15576.0,15896.0,16200.0,15576.0,14736.0,14864.0,641.0,774.0,1700.0,2143.0,2041.0,2308.0,252.0,2726.0,2225.0,602.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
3249,18,11,0.94380164,179.0,301.0,1742.0,526.0,2952.0,7052.0,13496.0,13720.0,14280.0,13496.0,13544.0,13984.0,522.0,782.0,1690.0,651.0,559.0,709.0,109.0,555.0,684.0,21533.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
3250,69,11,0.83995837,254.0,396.0,1311.0,787.0,1833.0,5304.0,12896.0,13664.0,14144.0,12896.0,13104.0,13760.0,497.0,727.0,1744.0,610.0,511.0,684.0,116.0,596.0,685.0,5365.0,2.0,9094.0,-308.0,0.0,3.0,521.0,-106.0,157.0,156.0,356.0
3251,103,2,0.0,1573.0,4732.0,5724.0,6788.0,775.0,954.0,15032.0,15200.0,15376.0,15032.0,14360.0,14544.0,944.0,1300.0,1693.0,829.0,747.0,974.0,162.0,972.0,947.0,1.0,0.0,-4901.0,827.0,-1.0,1.0,578.0,301.0,157.0,157.0,696.0
3252,43,2,0.014661415,579.0,1048.0,1536.0,1535.0,904.0,1888.0,13408.0,14000.0,14800.0,13408.0,13520.0,13688.0,523.0,587.0,1031.0,456.0,417.0,488.0,65.0,483.0,459.0,398.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
3253,38,7,0.1115,586.0,977.0,2576.0,1738.0,2912.0,4492.0,14600.0,14800.0,14904.0,14600.0,13984.0,14016.0,247.0,332.0,494.0,618.0,572.0,694.0,82.0,652.0,601.0,1471.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
3254,6,2,0.02574705,946.0,1657.0,2312.0,2854.0,1172.0,1848.0,13608.0,14056.0,14680.0,13608.0,13304.0,13416.0,489.0,673.0,1099.0,399.0,363.0,412.0,55.0,418.0,405.0,575.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
3255,23,1,0.571931,198.0,404.0,1874.0,753.0,2880.0,6528.0,14312.0,14424.0,14448.0,14312.0,13952.0,14040.0,1242.0,2038.0,3388.0,891.0,740.0,962.0,220.0,936.0,902.0,9101.0,1.0,9548.0,-270.0,-8.0,3.0,42.0,400.0,157.0,156.0,875.0
3256,102,1,0.0,2346.0,4936.0,5800.0,6640.0,772.0,797.0,14832.0,14968.0,15088.0,14832.0,14152.0,14312.0,1283.0,1711.0,2769.0,895.0,844.0,997.0,155.0,812.0,820.0,0.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
3257,25,7,0.023,643.0,1513.0,2814.0,2768.0,1742.0,2840.0,15680.0,15984.0,16312.0,15680.0,14728.0,14848.0,611.0,879.0,1422.0,2143.0,2041.0,2308.0,252.0,2282.0,1948.0,838.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
3258,39,4,0.030485915,5204.0,7104.0,6336.0,654.0,-967.0,-574.0,13464.0,13768.0,14016.0,13464.0,13344.0,13608.0,278.0,333.0,562.0,310.0,298.0,334.0,35.0,330.0,392.0,1039.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
3259,55,7,0.973165,175.0,224.0,3574.0,573.0,6148.0,8792.0,14688.0,15040.0,15160.0,14688.0,14768.0,14832.0,722.0,1414.0,2531.0,3218.0,3060.0,3592.0,460.0,3399.0,3164.0,2911.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
3260,8,6,0.2025,519.0,950.0,2636.0,2104.0,3150.0,5144.0,15128.0,15296.0,15848.0,15128.0,14192.0,14440.0,470.0,646.0,1185.0,1166.0,1051.0,1269.0,157.0,1302.0,1279.0,468.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
3261,56,9,0.962503,174.0,295.0,2832.0,561.0,4780.0,8120.0,14536.0,15008.0,15064.0,14536.0,14560.0,14720.0,824.0,1337.0,2580.0,2186.0,1966.0,2458.0,429.0,2814.0,2813.0,1284.0,1.0,-3085.0,416.0,-4.0,0.0,12.0,2786.0,157.0,157.0,653.0
3262,102,7,0.0,2156.0,4576.0,5436.0,6152.0,813.0,878.0,15360.0,15712.0,15952.0,15360.0,15064.0,15144.0,1074.0,1485.0,2330.0,3127.0,2941.0,3640.0,415.0,3491.0,3146.0,55.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
3263,102,6,0.0,2206.0,4636.0,5500.0,6404.0,815.0,853.0,15784.0,15992.0,16080.0,15784.0,14992.0,15088.0,1236.0,1411.0,1862.0,2227.0,1935.0,2699.0,426.0,1724.0,2119.0,32.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
3264,8,4,0.028942212,772.0,1268.0,1934.0,2856.0,1200.0,2068.0,14768.0,15168.0,15568.0,14768.0,13704.0,14008.0,444.0,671.0,1016.0,560.0,529.0,607.0,70.0,635.0,703.0,2868.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
3265,13,5,0.505,322.0,646.0,2664.0,1208.0,3454.0,6120.0,15248.0,15264.0,15384.0,15248.0,14800.0,14856.0,3140.0,3628.0,4024.0,3577.0,3404.0,3762.0,305.0,3484.0,3551.0,9935.0,9.0,-9448.0,-315.0,-17.0,20.0,125.0,-400.0,154.0,152.0,26.0
3266,69,9,0.88356,119.0,221.0,2334.0,461.0,4180.0,8392.0,14032.0,14624.0,14784.0,14032.0,14056.0,14504.0,542.0,845.0,1587.0,1583.0,1295.0,1692.0,265.0,1558.0,1506.0,1343.0,2.0,9094.0,-308.0,0.0,3.0,521.0,-106.0,157.0,156.0,356.0
3267,10,6,0.9105486,81.0,169.0,3852.0,474.0,6464.0,9112.0,14936.0,15008.0,15072.0,14936.0,14752.0,14848.0,1154.0,1785.0,3115.0,3519.0,3310.0,3722.0,422.0,3650.0,3507.0,8376.0,0.0,-9030.0,-415.0,-5.0,6.0,28.0,-820.0,157.0,157.0,856.0
3268,22,10,0.5526855,228.0,425.0,2360.0,890.0,3646.0,6832.0,14784.0,15072.0,15136.0,14784.0,14512.0,14688.0,1316.0,1811.0,3414.0,1809.0,1618.0,2051.0,349.0,2066.0,2404.0,21.0,2.0,431.0,-937.0,-12.0,2.0,43.0,1710.0,157.0,156.0,873.0
3269,45,4,0.00091,852.0,1554.0,2170.0,2782.0,1038.0,1645.0,14704.0,15400.0,15840.0,14704.0,13640.0,13944.0,506.0,680.0,914.0,569.0,530.0,620.0,102.0,497.0,575.0,5785.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
3270,23,7,0.908407,174.0,349.0,2840.0,628.0,4508.0,7992.0,15040.0,15176.0,15288.0,15040.0,14752.0,14832.0,1144.0,2211.0,3416.0,4220.0,3856.0,4458.0,475.0,4673.0,4286.0,19183.0,1.0,9548.0,-270.0,-8.0,3.0,42.0,400.0,157.0,156.0,875.0
3271,102,1,0.0,2148.0,4576.0,5472.0,6404.0,843.0,889.0,14904.0,15104.0,15368.0,14904.0,14280.0,14480.0,1074.0,1485.0,2330.0,895.0,844.0,997.0,155.0,850.0,973.0,0.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
3272,21,9,0.92376065,180.0,296.0,2452.0,633.0,4144.0,7928.0,15064.0,15104.0,15224.0,15064.0,14680.0,14784.0,1307.0,1775.0,3374.0,2917.0,2655.0,3141.0,445.0,3211.0,3372.0,1152.0,0.0,-4634.0,807.0,-13.0,0.0,39.0,10658.0,157.0,156.0,875.0
3273,12,5,0.562879,406.0,595.0,2188.0,1085.0,2996.0,5752.0,15208.0,15280.0,15352.0,15208.0,14840.0,14912.0,3352.0,3592.0,3939.0,3560.0,3338.0,3689.0,281.0,3510.0,3444.0,9856.0,11.0,-3071.0,945.0,-22.0,40.0,125.0,-412.0,152.0,155.0,10.0
3274,9,7,0.931378,139.0,165.0,3020.0,326.0,5500.0,8920.0,15024.0,15128.0,15184.0,15024.0,14848.0,14944.0,1064.0,1837.0,3508.0,4191.0,3753.0,4465.0,501.0,4633.0,4361.0,733.0,0.0,-9030.0,-415.0,-5.0,6.0,28.0,-820.0,157.0,157.0,856.0
3275,57,2,0.335205,331.0,597.0,1494.0,1288.0,1772.0,4284.0,13856.0,14128.0,14368.0,13856.0,13608.0,13888.0,739.0,1356.0,2199.0,598.0,514.0,627.0,114.0,476.0,477.0,9670.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
3276,38,4,0.037834357,2420.0,4132.0,4440.0,999.0,362.0,357.0,13472.0,13712.0,14184.0,13472.0,13360.0,13632.0,247.0,332.0,494.0,310.0,298.0,334.0,35.0,340.0,360.0,936.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
3277,102,8,0.0,2234.0,4716.0,5548.0,6548.0,771.0,815.0,15472.0,15712.0,15960.0,15472.0,15056.0,15152.0,1287.0,1712.0,2714.0,3727.0,3490.0,4009.0,423.0,4316.0,3618.0,3448.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
3278,102,4,0.0,2258.0,4764.0,5672.0,6540.0,825.0,867.0,15304.0,15608.0,15968.0,15304.0,14760.0,14928.0,1074.0,1485.0,2330.0,1329.0,1120.0,1440.0,214.0,957.0,1263.0,0.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
3279,44,5,0.045,715.0,1284.0,2660.0,2036.0,2268.0,3660.0,15024.0,15152.0,15672.0,15024.0,13856.0,14104.0,533.0,738.0,907.0,729.0,678.0,803.0,116.0,902.0,903.0,734.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
3280,73,5,0.157,396.0,742.0,2964.0,1286.0,3852.0,6028.0,14808.0,15008.0,15112.0,14808.0,13984.0,14392.0,640.0,992.0,1527.0,1106.0,915.0,1214.0,212.0,1210.0,1407.0,780.0,1.0,5685.0,788.0,0.0,0.0,584.0,3795.0,157.0,157.0,257.0
3281,39,12,0.05405209,663.0,1431.0,2722.0,1858.0,1975.0,3108.0,12968.0,13272.0,13520.0,12968.0,13176.0,13376.0,278.0,333.0,562.0,204.0,196.0,218.0,19.0,248.0,236.0,385.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
3282,19,1,0.84757036,199.0,223.0,1648.0,699.0,2996.0,7488.0,13168.0,13568.0,13776.0,13168.0,13360.0,13520.0,522.0,782.0,1690.0,390.0,317.0,435.0,85.0,291.0,360.0,1241.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
3283,11,11,0.88061196,135.0,315.0,1922.0,450.0,3228.0,7188.0,14096.0,14512.0,14696.0,14096.0,14128.0,14432.0,1154.0,1932.0,2793.0,1119.0,993.0,1214.0,185.0,1178.0,1400.0,309.0,0.0,-5372.0,822.0,-2.0,6.0,27.0,593.0,157.0,157.0,856.0
3284,53,10,0.8225,210.0,404.0,2416.0,541.0,3688.0,7136.0,13880.0,14472.0,14680.0,13880.0,14184.0,14376.0,685.0,1013.0,2292.0,1334.0,1250.0,1546.0,227.0,1285.0,1586.0,1003.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
3285,19,6,0.919156,110.0,211.0,3918.0,530.0,6452.0,8976.0,14568.0,14744.0,14960.0,14568.0,14312.0,14560.0,529.0,904.0,1872.0,2013.0,1916.0,2247.0,276.0,2000.0,1991.0,2612.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
3286,57,7,0.897,193.0,235.0,3376.0,597.0,5860.0,8656.0,14968.0,15096.0,15136.0,14968.0,14720.0,14816.0,769.0,1496.0,2886.0,3218.0,3060.0,3592.0,460.0,3906.0,3538.0,29105.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
3287,17,7,0.92962,92.0,181.0,2910.0,462.0,5100.0,8840.0,14784.0,14888.0,14968.0,14784.0,14584.0,14632.0,594.0,1006.0,1730.0,2400.0,2199.0,2547.0,337.0,2953.0,2501.0,14888.0,3.0,-5973.0,-415.0,-12.0,14.0,364.0,486.0,155.0,156.0,33.0
3288,56,5,0.908907,237.0,345.0,4340.0,677.0,6860.0,8536.0,14624.0,14808.0,14952.0,14624.0,14392.0,14664.0,713.0,1237.0,2557.0,1963.0,1715.0,2380.0,451.0,2391.0,2135.0,665.0,1.0,-3085.0,416.0,-4.0,0.0,12.0,2786.0,157.0,157.0,653.0
3289,23,5,0.8848155,205.0,468.0,3012.0,817.0,4560.0,7252.0,14912.0,15184.0,15248.0,14912.0,14456.0,14592.0,1280.0,1706.0,3155.0,2290.0,2121.0,2601.0,338.0,2290.0,2584.0,2493.0,1.0,9548.0,-270.0,-8.0,3.0,42.0,400.0,157.0,156.0,875.0
3290,4,1,0.48975006,358.0,623.0,1432.0,1496.0,1732.0,4264.0,13496.0,13824.0,14184.0,13496.0,13520.0,13720.0,680.0,1538.0,2737.0,534.0,473.0,578.0,94.0,572.0,560.0,573.0,2.0,-882.0,974.0,-2.0,4.0,192.0,-1840.0,156.0,157.0,486.0
3291,74,5,0.0427,503.0,1012.0,2362.0,1915.0,2290.0,3968.0,14672.0,15144.0,15456.0,14672.0,13912.0,14384.0,565.0,805.0,1643.0,1093.0,929.0,1186.0,208.0,843.0,1194.0,5393.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
3292,49,12,0.066947706,671.0,1268.0,2132.0,2112.0,1478.0,2680.0,14232.0,14512.0,14800.0,14232.0,13904.0,13984.0,672.0,865.0,1508.0,586.0,564.0,662.0,96.0,671.0,704.0,398.0,2.0,6952.0,-718.0,-3.0,-1.0,992.0,1547.0,156.0,156.0,116.0
3293,68,10,0.645514,217.0,437.0,1408.0,898.0,1774.0,5292.0,13704.0,14184.0,14496.0,13704.0,13880.0,14136.0,710.0,925.0,1652.0,900.0,814.0,988.0,167.0,1124.0,1162.0,925.0,2.0,8999.0,384.0,0.0,8.0,525.0,-578.0,156.0,157.0,361.0
3294,43,4,0.02415,830.0,1425.0,2446.0,2646.0,1728.0,2638.0,14640.0,15376.0,15624.0,14640.0,13784.0,13968.0,517.0,646.0,903.0,569.0,530.0,620.0,102.0,628.0,653.0,345.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
3295,9,9,0.896031,140.0,219.0,2560.0,471.0,4572.0,8392.0,14728.0,14960.0,15136.0,14728.0,14688.0,14816.0,1154.0,1932.0,2793.0,2631.0,2388.0,3090.0,470.0,3362.0,3203.0,272.0,0.0,-9030.0,-415.0,-5.0,6.0,28.0,-820.0,157.0,157.0,856.0
3296,10,11,0.82449514,136.0,278.0,2007.0,490.0,3194.0,7428.0,14272.0,14544.0,14760.0,14272.0,14120.0,14536.0,1154.0,1785.0,3115.0,1119.0,993.0,1214.0,185.0,1222.0,1382.0,15220.0,0.0,-9030.0,-415.0,-5.0,6.0,28.0,-820.0,157.0,157.0,856.0
3297,71,11,0.19603857,353.0,908.0,1479.0,1213.0,999.0,2392.0,14080.0,14224.0,14456.0,14080.0,13864.0,14104.0,737.0,1068.0,1555.0,876.0,782.0,938.0,127.0,798.0,971.0,6372.0,4.0,-4882.0,836.0,-4.0,0.0,805.0,-1387.0,156.0,156.0,88.0
3298,55,1,0.55593616,474.0,581.0,1418.0,1158.0,1865.0,4188.0,13768.0,13856.0,13960.0,13768.0,13552.0,13592.0,786.0,1642.0,2425.0,515.0,448.0,562.0,75.0,529.0,513.0,7211.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
3299,24,10,0.00695,540.0,1386.0,2136.0,2558.0,1110.0,2090.0,14864.0,15256.0,15400.0,14864.0,14056.0,14384.0,617.0,791.0,1638.0,970.0,868.0,1085.0,143.0,1005.0,1277.0,6571.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
3300,22,3,0.577802,263.0,562.0,2254.0,1272.0,3280.0,6168.0,14624.0,14832.0,15128.0,14624.0,14136.0,14368.0,1328.0,1703.0,3100.0,1260.0,1087.0,1351.0,268.0,1345.0,1217.0,8209.0,2.0,431.0,-937.0,-12.0,2.0,43.0,1710.0,157.0,156.0,873.0
3301,4,11,0.9320381,331.0,548.0,2040.0,1006.0,3036.0,6252.0,13728.0,14280.0,14504.0,13728.0,13720.0,14000.0,836.0,1390.0,2390.0,953.0,815.0,995.0,132.0,978.0,1112.0,258.0,2.0,-882.0,974.0,-2.0,4.0,192.0,-1840.0,156.0,157.0,486.0
3302,102,2,0.0,2208.0,4708.0,5608.0,6456.0,825.0,871.0,15096.0,15232.0,15416.0,15096.0,14368.0,14568.0,1155.0,1746.0,2144.0,929.0,785.0,1073.0,203.0,1033.0,1031.0,0.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
3303,74,4,0.05033373,649.0,1454.0,2782.0,2226.0,1975.0,3108.0,14512.0,14688.0,15024.0,14512.0,13680.0,13912.0,656.0,802.0,1552.0,719.0,644.0,758.0,90.0,720.0,876.0,343.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
3304,45,6,0.009227195,979.0,1585.0,2216.0,3168.0,1117.0,1678.0,15768.0,16184.0,16264.0,15768.0,14392.0,14480.0,506.0,680.0,914.0,919.0,806.0,958.0,107.0,1001.0,997.0,1701.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
3305,21,4,0.9016,202.0,329.0,2814.0,817.0,4608.0,7980.0,14720.0,14984.0,15224.0,14720.0,14416.0,14520.0,1280.0,1706.0,3155.0,1559.0,1367.0,1741.0,293.0,1283.0,1693.0,9767.0,0.0,-4634.0,807.0,-13.0,0.0,39.0,10658.0,157.0,156.0,875.0
3306,17,4,0.7872313,212.0,357.0,1969.0,863.0,3064.0,6896.0,14024.0,14232.0,14704.0,14024.0,13704.0,14120.0,594.0,1006.0,1730.0,640.0,611.0,759.0,126.0,609.0,817.0,18570.0,3.0,-5973.0,-415.0,-12.0,14.0,364.0,486.0,155.0,156.0,33.0
3307,21,5,0.907866,234.0,390.0,3088.0,896.0,4924.0,7776.0,14864.0,15136.0,15232.0,14864.0,14544.0,14808.0,1093.0,1556.0,3605.0,2290.0,2121.0,2601.0,338.0,2297.0,2608.0,674.0,0.0,-4634.0,807.0,-13.0,0.0,39.0,10658.0,157.0,156.0,875.0
3308,5,9,0.949519,269.0,489.0,2904.0,771.0,4416.0,7064.0,14648.0,14992.0,15184.0,14648.0,14296.0,14528.0,769.0,1262.0,2515.0,2081.0,1902.0,2324.0,336.0,2460.0,2279.0,826.0,1.0,7876.0,504.0,-3.0,1.0,183.0,234.0,157.0,156.0,481.0
3309,17,7,0.885141,69.0,150.0,2570.0,430.0,4688.0,8856.0,14608.0,14824.0,14960.0,14608.0,14392.0,14640.0,479.0,1207.0,2097.0,2400.0,2199.0,2547.0,337.0,2553.0,2677.0,14888.0,3.0,-5973.0,-415.0,-12.0,14.0,364.0,486.0,155.0,156.0,33.0
3310,24,5,0.0040206853,815.0,1947.0,2918.0,3456.0,1318.0,2008.0,15856.0,16008.0,16224.0,15856.0,14480.0,14704.0,669.0,735.0,1331.0,787.0,731.0,879.0,122.0,945.0,1104.0,597.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
3311,21,7,0.9084806,156.0,284.0,2868.0,661.0,4844.0,8168.0,15048.0,15136.0,15224.0,15048.0,14784.0,14824.0,1426.0,1807.0,3526.0,4220.0,3856.0,4458.0,475.0,4198.0,4060.0,964.0,0.0,-4634.0,807.0,-13.0,0.0,39.0,10658.0,157.0,156.0,875.0
3312,21,11,0.84749043,171.0,351.0,1897.0,617.0,2974.0,6824.0,14344.0,14608.0,14936.0,14344.0,13936.0,14288.0,1093.0,1556.0,3605.0,1272.0,1103.0,1417.0,272.0,884.0,1258.0,1147.0,0.0,-4634.0,807.0,-13.0,0.0,39.0,10658.0,157.0,156.0,875.0
3313,39,1,0.04737399,5031.0,1431.0,2722.0,1256.0,1975.0,3108.0,12904.0,13200.0,13384.0,12904.0,13104.0,13184.0,247.0,332.0,494.0,205.0,189.0,222.0,22.0,213.0,212.0,341.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
3314,52,11,0.6639999,151.0,398.0,1358.0,774.0,1696.0,4864.0,14072.0,14224.0,14544.0,14072.0,14088.0,14264.0,687.0,1140.0,2435.0,774.0,673.0,837.0,114.0,867.0,1028.0,450.0,10.0,-4753.0,-876.0,-13.0,13.0,351.0,-2414.0,153.0,155.0,14.0
3315,73,9,0.5945,354.0,650.0,2720.0,1510.0,3704.0,6140.0,14472.0,14904.0,15096.0,14472.0,14136.0,14336.0,559.0,754.0,1654.0,1434.0,1306.0,1532.0,204.0,1550.0,1577.0,6476.0,1.0,5685.0,788.0,0.0,0.0,584.0,3795.0,157.0,157.0,257.0
3316,103,1,0.0,1616.0,4836.0,5836.0,6988.0,783.0,963.0,14728.0,14912.0,14968.0,14728.0,14048.0,14120.0,1065.0,1225.0,1749.0,816.0,759.0,954.0,150.0,939.0,856.0,45.0,0.0,-4901.0,827.0,-1.0,1.0,578.0,301.0,157.0,157.0,696.0
3317,18,6,0.931828,136.0,228.0,3660.0,528.0,6216.0,8872.0,14600.0,14848.0,14936.0,14600.0,14400.0,14480.0,523.0,833.0,1714.0,2013.0,1916.0,2247.0,276.0,1909.0,1902.0,199.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
3318,19,10,0.932944,149.0,288.0,2120.0,508.0,3380.0,7096.0,13744.0,14288.0,14544.0,13744.0,13760.0,14176.0,535.0,865.0,1710.0,1042.0,956.0,1119.0,159.0,1078.0,1215.0,1378.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
3319,19,8,0.94383734,122.0,214.0,3484.0,475.0,5840.0,8872.0,14680.0,14864.0,14984.0,14680.0,14480.0,14544.0,523.0,833.0,1714.0,2283.0,2039.0,2445.0,351.0,2296.0,2122.0,907.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
3320,68,4,0.50753915,439.0,719.0,1719.0,1078.0,2027.0,4844.0,13704.0,14096.0,14616.0,13704.0,13592.0,14064.0,634.0,820.0,1343.0,642.0,603.0,718.0,109.0,734.0,851.0,7800.0,2.0,8999.0,384.0,0.0,8.0,525.0,-578.0,156.0,157.0,361.0
3321,23,11,0.68405,161.0,312.0,1946.0,570.0,3208.0,7248.0,14416.0,14672.0,15000.0,14416.0,14136.0,14352.0,1426.0,1807.0,3526.0,1272.0,1103.0,1417.0,272.0,1753.0,1668.0,43.0,1.0,9548.0,-270.0,-8.0,3.0,42.0,400.0,157.0,156.0,875.0
